,ObservationDate,country,Confirmed,Deaths,Recovered,Code,latitude,longitude,New Confirmed,New Recovered,New Death
1794,03/08/2020,south korea,7314,50,135,KR,35.907757000000004,127.766922,273,0,6
1905,03/09/2020,south korea,7478,53,135,KR,35.907757000000004,127.766922,164,0,3
2015,03/10/2020,south korea,7513,54,247,KR,35.907757000000004,127.766922,35,112,1
2131,03/11/2020,south korea,7755,60,288,KR,35.907757000000004,127.766922,242,41,6
2248,03/12/2020,south korea,7869,66,333,KR,35.907757000000004,127.766922,114,45,6
2370,03/13/2020,south korea,7979,66,510,KR,35.907757000000004,127.766922,110,177,0
2517,03/14/2020,south korea,8086,72,510,KR,35.907757000000004,127.766922,107,0,6
2664,03/15/2020,south korea,8162,75,510,KR,35.907757000000004,127.766922,76,0,3
2816,03/16/2020,south korea,8236,75,1137,KR,35.907757000000004,127.766922,74,627,0
2976,03/17/2020,south korea,8320,81,1407,KR,35.907757000000004,127.766922,84,270,6
3139,03/18/2020,south korea,8413,84,1540,KR,35.907757000000004,127.766922,93,133,3
3306,03/19/2020,south korea,8565,91,1540,KR,35.907757000000004,127.766922,152,0,7
3480,03/20/2020,south korea,8652,94,1540,KR,35.907757000000004,127.766922,87,0,3
3658,03/21/2020,south korea,8799,102,1540,KR,35.907757000000004,127.766922,147,0,8
3830,03/22/2020,south korea,8897,104,2909,KR,35.907757000000004,127.766922,98,1369,2
4001,03/23/2020,south korea,8961,111,3166,KR,35.907757000000004,127.766922,64,257,7
4171,03/24/2020,south korea,9037,120,3507,KR,35.907757000000004,127.766922,76,341,9
4346,03/25/2020,south korea,9137,126,3730,KR,35.907757000000004,127.766922,100,223,6
4519,03/26/2020,south korea,9241,131,4144,KR,35.907757000000004,127.766922,104,414,5
4699,03/27/2020,south korea,9332,139,4528,KR,35.907757000000004,127.766922,91,384,8
4877,03/28/2020,south korea,9478,144,4811,KR,35.907757000000004,127.766922,146,283,5
171,02/01/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,1,0,0
198,02/02/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
222,02/03/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
252,02/04/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
281,02/05/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
308,02/06/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
337,02/07/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
366,02/08/2020,spain,1,0,0,ES,40.463667,-3.7492199999999998,0,0,0
395,02/09/2020,spain,2,0,0,ES,40.463667,-3.7492199999999998,1,0,0
424,02/10/2020,spain,2,0,0,ES,40.463667,-3.7492199999999998,0,0,0
453,02/11/2020,spain,2,0,0,ES,40.463667,-3.7492199999999998,0,0,0
482,02/12/2020,spain,2,0,0,ES,40.463667,-3.7492199999999998,0,0,0
510,02/13/2020,spain,2,0,0,ES,40.463667,-3.7492199999999998,0,0,0
536,02/14/2020,spain,2,0,0,ES,40.463667,-3.7492199999999998,0,0,0
566,02/15/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,2,0
600,02/16/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
626,02/17/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
659,02/18/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
690,02/19/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
721,02/20/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
754,02/21/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
787,02/22/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
819,02/23/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
857,02/24/2020,spain,2,0,2,ES,40.463667,-3.7492199999999998,0,0,0
904,02/25/2020,spain,6,0,2,ES,40.463667,-3.7492199999999998,4,0,0
941,02/26/2020,spain,13,0,2,ES,40.463667,-3.7492199999999998,7,0,0
991,02/27/2020,spain,15,0,2,ES,40.463667,-3.7492199999999998,2,0,0
1048,02/28/2020,spain,32,0,2,ES,40.463667,-3.7492199999999998,17,0,0
1111,02/29/2020,spain,45,0,2,ES,40.463667,-3.7492199999999998,13,0,0
1180,03/01/2020,spain,84,0,2,ES,40.463667,-3.7492199999999998,39,0,0
1250,03/02/2020,spain,120,0,2,ES,40.463667,-3.7492199999999998,36,0,0
1328,03/03/2020,spain,165,1,2,ES,40.463667,-3.7492199999999998,45,0,1
1410,03/04/2020,spain,222,2,2,ES,40.463667,-3.7492199999999998,57,0,1
1496,03/05/2020,spain,259,3,2,ES,40.463667,-3.7492199999999998,37,0,1
1592,03/06/2020,spain,400,5,2,ES,40.463667,-3.7492199999999998,141,0,2
1689,03/07/2020,spain,500,10,30,ES,40.463667,-3.7492199999999998,100,28,5
1793,03/08/2020,spain,673,17,30,ES,40.463667,-3.7492199999999998,173,0,7
1904,03/09/2020,spain,1073,28,32,ES,40.463667,-3.7492199999999998,400,2,11
2027,03/10/2020,spain,1695,35,32,ES,40.463667,-3.7492199999999998,622,0,7
2143,03/11/2020,spain,2277,54,183,ES,40.463667,-3.7492199999999998,582,151,19
2247,03/12/2020,spain,2277,55,183,ES,40.463667,-3.7492199999999998,0,0,1
2369,03/13/2020,spain,5232,133,193,ES,40.463667,-3.7492199999999998,2955,10,78
2518,03/14/2020,spain,6391,195,517,ES,40.463667,-3.7492199999999998,1159,324,62
2665,03/15/2020,spain,7798,289,517,ES,40.463667,-3.7492199999999998,1407,0,94
2817,03/16/2020,spain,9942,342,530,ES,40.463667,-3.7492199999999998,2144,13,53
2977,03/17/2020,spain,11748,533,1028,ES,40.463667,-3.7492199999999998,1806,498,191
3140,03/18/2020,spain,13910,623,1081,ES,40.463667,-3.7492199999999998,2162,53,90
3307,03/19/2020,spain,17963,830,1107,ES,40.463667,-3.7492199999999998,4053,26,207
3481,03/20/2020,spain,20410,1043,1588,ES,40.463667,-3.7492199999999998,2447,481,213
3659,03/21/2020,spain,25374,1375,2125,ES,40.463667,-3.7492199999999998,4964,537,332
3831,03/22/2020,spain,28603,1756,2125,ES,40.463667,-3.7492199999999998,3229,0,381
4002,03/23/2020,spain,35136,2311,3355,ES,40.463667,-3.7492199999999998,6533,1230,555
4172,03/24/2020,spain,39885,2808,3794,ES,40.463667,-3.7492199999999998,4749,439,497
4347,03/25/2020,spain,49515,3647,5367,ES,40.463667,-3.7492199999999998,9630,1573,839
4520,03/26/2020,spain,57786,4365,7015,ES,40.463667,-3.7492199999999998,8271,1648,718
4700,03/27/2020,spain,65719,5138,9357,ES,40.463667,-3.7492199999999998,7933,2342,773
4878,03/28/2020,spain,73235,5982,12285,ES,40.463667,-3.7492199999999998,7516,2928,844
69,01/27/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,1,0,0
87,01/28/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
102,01/29/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
125,01/30/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
144,01/31/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
172,02/01/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
199,02/02/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
226,02/03/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
253,02/04/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
282,02/05/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
305,02/06/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
338,02/07/2020,sri lanka,1,0,0,LK,7.873054,80.77179699999999,0,0,0
367,02/08/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,1,0
391,02/09/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
425,02/10/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
454,02/11/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
478,02/12/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
511,02/13/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
541,02/14/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
571,02/15/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
601,02/16/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
631,02/17/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
660,02/18/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
691,02/19/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
722,02/20/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
761,02/21/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
795,02/22/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
820,02/23/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
858,02/24/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
895,02/25/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
942,02/26/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
992,02/27/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1049,02/28/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1112,02/29/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1179,03/01/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1257,03/02/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1327,03/03/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1409,03/04/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1505,03/05/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1591,03/06/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1699,03/07/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1792,03/08/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
1903,03/09/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
2014,03/10/2020,sri lanka,1,0,1,LK,7.873054,80.77179699999999,0,0,0
2130,03/11/2020,sri lanka,2,0,1,LK,7.873054,80.77179699999999,1,0,0
2246,03/12/2020,sri lanka,2,0,1,LK,7.873054,80.77179699999999,0,0,0
2368,03/13/2020,sri lanka,6,0,1,LK,7.873054,80.77179699999999,4,0,0
2519,03/14/2020,sri lanka,10,0,1,LK,7.873054,80.77179699999999,4,0,0
2666,03/15/2020,sri lanka,18,0,1,LK,7.873054,80.77179699999999,8,0,0
2818,03/16/2020,sri lanka,28,0,1,LK,7.873054,80.77179699999999,10,0,0
2978,03/17/2020,sri lanka,44,0,1,LK,7.873054,80.77179699999999,16,0,0
3141,03/18/2020,sri lanka,51,0,1,LK,7.873054,80.77179699999999,7,0,0
3308,03/19/2020,sri lanka,60,0,3,LK,7.873054,80.77179699999999,9,2,0
3482,03/20/2020,sri lanka,73,0,3,LK,7.873054,80.77179699999999,13,0,0
3660,03/21/2020,sri lanka,77,0,3,LK,7.873054,80.77179699999999,4,0,0
3832,03/22/2020,sri lanka,82,0,3,LK,7.873054,80.77179699999999,5,0,0
4003,03/23/2020,sri lanka,97,0,3,LK,7.873054,80.77179699999999,15,0,0
4173,03/24/2020,sri lanka,102,0,3,LK,7.873054,80.77179699999999,5,0,0
4348,03/25/2020,sri lanka,102,0,3,LK,7.873054,80.77179699999999,0,0,0
4521,03/26/2020,sri lanka,106,0,7,LK,7.873054,80.77179699999999,4,4,0
4701,03/27/2020,sri lanka,106,0,7,LK,7.873054,80.77179699999999,0,0,0
4879,03/28/2020,sri lanka,113,1,9,LK,7.873054,80.77179699999999,7,2,1
1915,03/09/2020,st. martin,2,0,0,,,,2,0,0
2367,03/13/2020,sudan,1,1,0,SD,12.862807,30.217636,1,0,1
2504,03/14/2020,sudan,1,1,0,SD,12.862807,30.217636,0,0,0
2651,03/15/2020,sudan,1,1,0,SD,12.862807,30.217636,0,0,0
2819,03/16/2020,sudan,1,1,0,SD,12.862807,30.217636,0,0,0
2979,03/17/2020,sudan,1,1,0,SD,12.862807,30.217636,0,0,0
3142,03/18/2020,sudan,2,1,0,SD,12.862807,30.217636,1,0,0
3309,03/19/2020,sudan,2,1,0,SD,12.862807,30.217636,0,0,0
3483,03/20/2020,sudan,2,1,0,SD,12.862807,30.217636,0,0,0
3641,03/21/2020,sudan,2,1,0,SD,12.862807,30.217636,0,0,0
3833,03/22/2020,sudan,2,1,0,SD,12.862807,30.217636,0,0,0
4004,03/23/2020,sudan,2,1,0,SD,12.862807,30.217636,0,0,0
4174,03/24/2020,sudan,3,1,0,SD,12.862807,30.217636,1,0,0
4330,03/25/2020,sudan,3,1,0,SD,12.862807,30.217636,0,0,0
4522,03/26/2020,sudan,3,1,0,SD,12.862807,30.217636,0,0,0
4702,03/27/2020,sudan,3,1,0,SD,12.862807,30.217636,0,0,0
4860,03/28/2020,sudan,5,1,0,SD,12.862807,30.217636,2,0,0
2503,03/14/2020,suriname,1,0,0,SR,3.9193050000000005,-56.02778299999999,1,0,0
2667,03/15/2020,suriname,1,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
2803,03/16/2020,suriname,1,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
2962,03/17/2020,suriname,1,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
3125,03/18/2020,suriname,1,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
3291,03/19/2020,suriname,1,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
3464,03/20/2020,suriname,4,0,0,SR,3.9193050000000005,-56.02778299999999,3,0,0
3661,03/21/2020,suriname,4,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
3834,03/22/2020,suriname,5,0,0,SR,3.9193050000000005,-56.02778299999999,1,0,0
4005,03/23/2020,suriname,5,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
4175,03/24/2020,suriname,7,0,0,SR,3.9193050000000005,-56.02778299999999,2,0,0
4339,03/25/2020,suriname,8,0,0,SR,3.9193050000000005,-56.02778299999999,1,0,0
4523,03/26/2020,suriname,8,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
4683,03/27/2020,suriname,8,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
4880,03/28/2020,suriname,8,0,0,SR,3.9193050000000005,-56.02778299999999,0,0,0
145,01/31/2020,sweden,1,0,0,SE,60.128161,18.643501,1,0,0
179,02/01/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
206,02/02/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
233,02/03/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
260,02/04/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
289,02/05/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
309,02/06/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
345,02/07/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
374,02/08/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
396,02/09/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
432,02/10/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
461,02/11/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
483,02/12/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
512,02/13/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
549,02/14/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
579,02/15/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
608,02/16/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
639,02/17/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
661,02/18/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
699,02/19/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
724,02/20/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
755,02/21/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
789,02/22/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
828,02/23/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
859,02/24/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
896,02/25/2020,sweden,1,0,0,SE,60.128161,18.643501,0,0,0
943,02/26/2020,sweden,2,0,0,SE,60.128161,18.643501,1,0,0
993,02/27/2020,sweden,7,0,0,SE,60.128161,18.643501,5,0,0
1050,02/28/2020,sweden,7,0,0,SE,60.128161,18.643501,0,0,0
1113,02/29/2020,sweden,12,0,0,SE,60.128161,18.643501,5,0,0
1185,03/01/2020,sweden,14,0,0,SE,60.128161,18.643501,2,0,0
1249,03/02/2020,sweden,15,0,0,SE,60.128161,18.643501,1,0,0
1326,03/03/2020,sweden,21,0,0,SE,60.128161,18.643501,6,0,0
1408,03/04/2020,sweden,35,0,0,SE,60.128161,18.643501,14,0,0
1495,03/05/2020,sweden,94,0,0,SE,60.128161,18.643501,59,0,0
1590,03/06/2020,sweden,101,0,0,SE,60.128161,18.643501,7,0,0
1688,03/07/2020,sweden,161,0,0,SE,60.128161,18.643501,60,0,0
1791,03/08/2020,sweden,203,0,0,SE,60.128161,18.643501,42,0,0
1902,03/09/2020,sweden,248,0,1,SE,60.128161,18.643501,45,1,0
2012,03/10/2020,sweden,355,0,1,SE,60.128161,18.643501,107,0,0
2128,03/11/2020,sweden,500,1,1,SE,60.128161,18.643501,145,0,1
2245,03/12/2020,sweden,599,1,1,SE,60.128161,18.643501,99,0,0
2366,03/13/2020,sweden,814,1,1,SE,60.128161,18.643501,215,0,0
2502,03/14/2020,sweden,961,2,1,SE,60.128161,18.643501,147,0,1
2650,03/15/2020,sweden,1022,3,1,SE,60.128161,18.643501,61,0,1
2811,03/16/2020,sweden,1103,6,1,SE,60.128161,18.643501,81,0,3
2961,03/17/2020,sweden,1190,7,1,SE,60.128161,18.643501,87,0,1
3143,03/18/2020,sweden,1279,10,1,SE,60.128161,18.643501,89,0,3
3290,03/19/2020,sweden,1439,11,16,SE,60.128161,18.643501,160,15,1
3463,03/20/2020,sweden,1639,16,16,SE,60.128161,18.643501,200,0,5
3640,03/21/2020,sweden,1763,20,16,SE,60.128161,18.643501,124,0,4
3835,03/22/2020,sweden,1931,21,16,SE,60.128161,18.643501,168,0,1
3987,03/23/2020,sweden,2046,25,16,SE,60.128161,18.643501,115,0,4
4157,03/24/2020,sweden,2286,36,16,SE,60.128161,18.643501,240,0,11
4329,03/25/2020,sweden,2526,62,16,SE,60.128161,18.643501,240,0,26
4524,03/26/2020,sweden,2840,77,16,SE,60.128161,18.643501,314,0,15
4682,03/27/2020,sweden,3069,105,16,SE,60.128161,18.643501,229,0,28
4859,03/28/2020,sweden,3447,105,16,SE,60.128161,18.643501,378,0,0
897,02/25/2020,switzerland,1,0,0,CH,46.818188,8.227511999999999,1,0,0
944,02/26/2020,switzerland,1,0,0,CH,46.818188,8.227511999999999,0,0,0
994,02/27/2020,switzerland,8,0,0,CH,46.818188,8.227511999999999,7,0,0
1051,02/28/2020,switzerland,8,0,0,CH,46.818188,8.227511999999999,0,0,0
1114,02/29/2020,switzerland,18,0,0,CH,46.818188,8.227511999999999,10,0,0
1178,03/01/2020,switzerland,27,0,0,CH,46.818188,8.227511999999999,9,0,0
1247,03/02/2020,switzerland,42,0,0,CH,46.818188,8.227511999999999,15,0,0
1325,03/03/2020,switzerland,56,0,2,CH,46.818188,8.227511999999999,14,2,0
1407,03/04/2020,switzerland,90,0,3,CH,46.818188,8.227511999999999,34,1,0
1493,03/05/2020,switzerland,114,1,3,CH,46.818188,8.227511999999999,24,0,1
1600,03/06/2020,switzerland,214,1,3,CH,46.818188,8.227511999999999,100,0,0
1686,03/07/2020,switzerland,268,1,3,CH,46.818188,8.227511999999999,54,0,0
1790,03/08/2020,switzerland,337,2,3,CH,46.818188,8.227511999999999,69,0,1
1900,03/09/2020,switzerland,374,2,3,CH,46.818188,8.227511999999999,37,0,0
2011,03/10/2020,switzerland,491,3,3,CH,46.818188,8.227511999999999,117,0,1
2127,03/11/2020,switzerland,652,4,4,CH,46.818188,8.227511999999999,161,1,1
2244,03/12/2020,switzerland,652,4,4,CH,46.818188,8.227511999999999,0,0,0
2365,03/13/2020,switzerland,1139,11,4,CH,46.818188,8.227511999999999,487,0,7
2493,03/14/2020,switzerland,1359,13,4,CH,46.818188,8.227511999999999,220,0,2
2648,03/15/2020,switzerland,2200,14,4,CH,46.818188,8.227511999999999,841,0,1
2802,03/16/2020,switzerland,2200,14,4,CH,46.818188,8.227511999999999,0,0,0
2960,03/17/2020,switzerland,2700,27,4,CH,46.818188,8.227511999999999,500,0,13
3124,03/18/2020,switzerland,3028,28,15,CH,46.818188,8.227511999999999,328,11,1
3289,03/19/2020,switzerland,4075,41,15,CH,46.818188,8.227511999999999,1047,0,13
3462,03/20/2020,switzerland,5294,54,15,CH,46.818188,8.227511999999999,1219,0,13
3638,03/21/2020,switzerland,6575,75,15,CH,46.818188,8.227511999999999,1281,0,21
3817,03/22/2020,switzerland,7474,98,131,CH,46.818188,8.227511999999999,899,116,23
3996,03/23/2020,switzerland,8795,120,131,CH,46.818188,8.227511999999999,1321,0,22
4166,03/24/2020,switzerland,9877,122,131,CH,46.818188,8.227511999999999,1082,0,2
4317,03/25/2020,switzerland,10897,153,131,CH,46.818188,8.227511999999999,1020,0,31
4505,03/26/2020,switzerland,11811,191,131,CH,46.818188,8.227511999999999,914,0,38
4681,03/27/2020,switzerland,12928,231,1530,CH,46.818188,8.227511999999999,1117,1399,40
4857,03/28/2020,switzerland,14076,264,1530,CH,46.818188,8.227511999999999,1148,0,33
3795,03/22/2020,syria,1,0,0,SY,34.802075,38.996815000000005,1,0,0
3986,03/23/2020,syria,1,0,0,SY,34.802075,38.996815000000005,0,0,0
4156,03/24/2020,syria,1,0,0,SY,34.802075,38.996815000000005,0,0,0
4309,03/25/2020,syria,5,0,0,SY,34.802075,38.996815000000005,4,0,0
4504,03/26/2020,syria,5,0,0,SY,34.802075,38.996815000000005,0,0,0
4670,03/27/2020,syria,5,0,0,SY,34.802075,38.996815000000005,0,0,0
4838,03/28/2020,syria,5,0,0,SY,34.802075,38.996815000000005,0,0,0
5,01/22/2020,taiwan,1,0,0,TW,23.69781,120.96051499999999,1,0,0
15,01/23/2020,taiwan,1,0,0,TW,23.69781,120.96051499999999,0,0,0
27,01/24/2020,taiwan,3,0,0,TW,23.69781,120.96051499999999,2,0,0
39,01/25/2020,taiwan,3,0,0,TW,23.69781,120.96051499999999,0,0,0
52,01/26/2020,taiwan,4,0,0,TW,23.69781,120.96051499999999,1,0,0
68,01/27/2020,taiwan,5,0,0,TW,23.69781,120.96051499999999,1,0,0
86,01/28/2020,taiwan,8,0,0,TW,23.69781,120.96051499999999,3,0,0
107,01/29/2020,taiwan,8,0,0,TW,23.69781,120.96051499999999,0,0,0
124,01/30/2020,taiwan,9,0,0,TW,23.69781,120.96051499999999,1,0,0
146,01/31/2020,taiwan,10,0,0,TW,23.69781,120.96051499999999,1,0,0
174,02/01/2020,taiwan,10,0,0,TW,23.69781,120.96051499999999,0,0,0
201,02/02/2020,taiwan,10,0,0,TW,23.69781,120.96051499999999,0,0,0
228,02/03/2020,taiwan,10,0,0,TW,23.69781,120.96051499999999,0,0,0
255,02/04/2020,taiwan,11,0,0,TW,23.69781,120.96051499999999,1,0,0
284,02/05/2020,taiwan,11,0,0,TW,23.69781,120.96051499999999,0,0,0
316,02/06/2020,taiwan,16,0,1,TW,23.69781,120.96051499999999,5,1,0
340,02/07/2020,taiwan,16,0,1,TW,23.69781,120.96051499999999,0,0,0
369,02/08/2020,taiwan,17,0,1,TW,23.69781,120.96051499999999,1,0,0
403,02/09/2020,taiwan,18,0,1,TW,23.69781,120.96051499999999,1,0,0
427,02/10/2020,taiwan,18,0,1,TW,23.69781,120.96051499999999,0,0,0
456,02/11/2020,taiwan,18,0,1,TW,23.69781,120.96051499999999,0,0,0
490,02/12/2020,taiwan,18,0,1,TW,23.69781,120.96051499999999,0,0,0
519,02/13/2020,taiwan,18,0,1,TW,23.69781,120.96051499999999,0,0,0
543,02/14/2020,taiwan,18,0,2,TW,23.69781,120.96051499999999,0,1,0
573,02/15/2020,taiwan,18,0,2,TW,23.69781,120.96051499999999,0,0,0
603,02/16/2020,taiwan,20,1,2,TW,23.69781,120.96051499999999,2,0,1
633,02/17/2020,taiwan,22,1,2,TW,23.69781,120.96051499999999,2,0,0
668,02/18/2020,taiwan,22,1,2,TW,23.69781,120.96051499999999,0,0,0
693,02/19/2020,taiwan,23,1,2,TW,23.69781,120.96051499999999,1,0,0
725,02/20/2020,taiwan,24,1,2,TW,23.69781,120.96051499999999,1,0,0
762,02/21/2020,taiwan,26,1,2,TW,23.69781,120.96051499999999,2,0,0
790,02/22/2020,taiwan,26,1,2,TW,23.69781,120.96051499999999,0,0,0
822,02/23/2020,taiwan,28,1,2,TW,23.69781,120.96051499999999,2,0,0
860,02/24/2020,taiwan,30,1,5,TW,23.69781,120.96051499999999,2,3,0
898,02/25/2020,taiwan,31,1,5,TW,23.69781,120.96051499999999,1,0,0
945,02/26/2020,taiwan,32,1,5,TW,23.69781,120.96051499999999,1,0,0
995,02/27/2020,taiwan,32,1,5,TW,23.69781,120.96051499999999,0,0,0
1052,02/28/2020,taiwan,34,1,6,TW,23.69781,120.96051499999999,2,1,0
1115,02/29/2020,taiwan,39,1,9,TW,23.69781,120.96051499999999,5,3,0
1176,03/01/2020,taiwan,40,1,9,TW,23.69781,120.96051499999999,1,0,0
1246,03/02/2020,taiwan,41,1,12,TW,23.69781,120.96051499999999,1,3,0
1324,03/03/2020,taiwan,42,1,12,TW,23.69781,120.96051499999999,1,0,0
1406,03/04/2020,taiwan,42,1,12,TW,23.69781,120.96051499999999,0,0,0
1492,03/05/2020,taiwan,44,1,12,TW,23.69781,120.96051499999999,2,0,0
1589,03/06/2020,taiwan,45,1,12,TW,23.69781,120.96051499999999,1,0,0
1685,03/07/2020,taiwan,45,1,12,TW,23.69781,120.96051499999999,0,0,0
1789,03/08/2020,taiwan,45,1,13,TW,23.69781,120.96051499999999,0,1,0
1899,03/09/2020,taiwan,45,1,15,TW,23.69781,120.96051499999999,0,2,0
2010,03/10/2020,taiwan,47,1,17,TW,23.69781,120.96051499999999,2,2,0
2126,03/11/2020,taiwan,48,1,17,TW,23.69781,120.96051499999999,1,0,0
2243,03/12/2020,taiwan,49,1,20,TW,23.69781,120.96051499999999,1,3,0
2364,03/13/2020,taiwan,50,1,20,TW,23.69781,120.96051499999999,1,0,0
2487,03/14/2020,taiwan,53,1,20,TW,23.69781,120.96051499999999,3,0,0
2633,03/15/2020,taiwan,59,1,20,TW,23.69781,120.96051499999999,6,0,0
2791,03/16/2020,taiwan,67,1,20,TW,23.69781,120.96051499999999,8,0,0
2950,03/17/2020,taiwan,77,1,22,TW,23.69781,120.96051499999999,10,2,0
3122,03/18/2020,taiwan,100,1,22,TW,23.69781,120.96051499999999,23,0,0
3288,03/19/2020,taiwan,108,1,26,TW,23.69781,120.96051499999999,8,4,0
3451,03/20/2020,taiwan,135,2,26,TW,23.69781,120.96051499999999,27,0,1
